"State","Population","Area","Children","Age","Income","Marital","Gender","Churn","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Contract","Port_modem","Tablet","InternetService","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","PaymentMethod","Tenure","MonthlyCharge","Bandwidth_GB_Year","Response","Fix","Replacement","Reliability","Options","Respectful","Courteous","Listening"
"SD",208,"Urban",3,35,26190.71,"Never Married","Male","Yes",7.755985,11,0,0,"Yes","Month-to-month","Yes","No","None","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Bank Transfer(automatic)",3.245848,159.9805,721.3139824,4,3,3,4,1,6,6,4
"CA",329,"Rural",0,87,4464.62,"Separated","Female","No",3.954662,8,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","Yes","Yes","No","No","No","Yes","Electronic Check",11.37064,147.4738,985.0942314,3,2,3,2,5,2,3,2
"NJ",4334,"Urban",2,68,23406.73,"Widowed","Female","No",8.50057,14,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Yes","Mailed Check",11.76752,169.9378,1216.01156,3,1,4,5,2,2,5,3
"TX",12047,"Urban",7,30,91961.79,"Divorced","Female","Yes",10.25189,10,1,0,"No","Month-to-month","No","Yes","DSL","Yes","Yes","No","Yes","No","No","No","No","Yes","Mailed Check",4.91638,147.4564,1258.92066,3,2,3,4,3,2,4,5
"AR",69,"Suburban",3,75,46745.03,"Separated","Female","Yes",7.199791,7,3,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",2.779089,277.6513,1017.250159,4,4,4,3,3,6,5,4
"NE",312,"Rural",0,21,49614.23,"Never Married","Male","No",6.244054,11,2,1,"No","Two Year","Yes","No","DSL","Yes","Yes","No","No","No","Yes","No","No","Yes","Electronic Check",3.033303,137.4698,911.2594992,3,3,4,3,4,3,4,2
"IN",15586,"Urban",0,37,14828.39,"Divorced","Male","Yes",5.318294,15,3,0,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Bank Transfer(automatic)",7.462849,162.4653,1452.308983,5,6,5,4,4,5,4,4
"IA",27872,"Suburban",3,69,8705.79,"Never Married","Male","No",10.65674,15,3,2,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","No","No","Electronic Check",17.92442,192.4404,1903.138739,3,5,3,3,4,3,2,3
"IA",1550,"Urban",4,70,40643.06,"Never Married","Female","No",14.47622,7,1,2,"No","One year","Yes","No","Fiber Optic","Yes","No","No","No","No","No","Yes","No","No","Bank Transfer(automatic)",18.44164,137.4392,1760.029684,3,3,3,4,3,4,3,5
"GA",2128,"Suburban",1,61,18073.63,"Separated","Male","No",13.6305,13,0,0,"No","One year","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Yes","No","Bank Transfer(automatic)",20.80434,192.4705,2094.027389,2,2,2,5,4,3,3,4
"MA",45596,"Suburban",3,28,17931.97,"Separated","Female","Yes",6.216824,13,0,1,"Yes","One year","No","No","DSL","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Credit Card (automatic)",27.47595,255.1198,3452.422228,3,2,4,6,2,4,2,5
"MO",678,"Rural",1,84,23618.18,"Never Married","Male","Yes",5.769435,13,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Bank Transfer(automatic)",11.75829,245.132,1556.189478,5,4,4,4,2,4,3,4
"PA",2678,"Suburban",0,25,14790.79,"Married","Male","No",11.97118,8,1,0,"No","Two Year","Yes","No","DSL","Yes","No","No","No","No","No","No","No","No","Bank Transfer(automatic)",3.346632,92.45514,847.5443814,3,2,2,4,2,4,4,4
"AR",210,"Rural",2,80,4289.84,"Separated","Female","Yes",11.76163,11,1,2,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Electronic Check",10.15472,182.447,1048.841947,2,2,2,5,1,3,3,4
"TX",6627,"Rural",0,20,84655.31,"Married","Female","No",12.2004,13,1,1,"No","Two Year","Yes","No","None","No","Yes","No","No","Yes","Yes","No","No","No","Electronic Check",15.82734,137.5165,1552.219697,3,3,3,4,4,4,3,3
"WA",26556,"Urban",0,61,43528.14,"Widowed","Male","Yes",8.861688,12,0,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Mailed Check",2.54657,182.497,576.7539469,3,3,4,2,3,3,4,2
"MN",13474,"Suburban",4,61,31559.08,"Married","Male","No",8.84265,10,0,0,"No","One year","No","Yes","None","Yes","No","No","No","No","Yes","No","Yes","No","Electronic Check",6.623366,127.475,871.6497245,4,3,4,3,3,5,5,4
"OR",14119,"Urban",0,37,13342.18,"Married","Male","No",6.544685,11,0,0,"No","Month-to-month","No","No","None","Yes","No","No","Yes","No","Yes","Yes","No","No","Credit Card (automatic)",9.710957,139.9678,1175.07987,3,2,3,4,4,4,5,3
"IN",1039,"Rural",8,25,6650.96,"Married","Female","No",9.069765,16,0,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Yes","No","Mailed Check",12.50526,202.4433,1674.101146,2,4,2,4,2,3,3,3
"MI",5192,"Urban",3,88,22428.12,"Widowed","Male","No",7.176,14,2,1,"Yes","Month-to-month","No","No","None","Yes","No","Yes","Yes","No","Yes","No","No","No","Bank Transfer(automatic)",4.143229,117.5015,558.6380046,3,3,3,3,4,2,3,3
"VA",33786,"Suburban",3,76,47393.32,"Never Married","Male","Yes",9.238339,16,1,0,"No","Month-to-month","Yes","No","None","Yes","Yes","No","No","No","No","Yes","No","Yes","Credit Card (automatic)",8.032262,137.4684,975.6560108,3,4,4,6,2,3,5,5
"OK",8834,"Urban",0,64,15719.1,"Married","Female","Yes",8.301488,15,2,1,"No","Month-to-month","Yes","No","DSL","Yes","Yes","No","No","No","Yes","No","Yes","No","Mailed Check",4.245048,172.4567,946.9600501,4,4,4,4,1,6,4,5
"WI",121,"Urban",0,40,102072,"Married","Female","Yes",8.191967,5,1,0,"No","One year","Yes","No","DSL","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Bank Transfer(automatic)",8.894523,212.6415,1717.407155,2,3,2,4,4,2,2,2
"GA",3609,"Rural",3,67,7041.99,"Never Married","Female","No",12.67518,14,2,0,"No","Two Year","No","Yes","DSL","Yes","No","Yes","No","No","No","No","Yes","Yes","Bank Transfer(automatic)",4.351173,129.9598,1037.103018,4,3,4,4,3,3,3,5
"MO",446,"Rural",1,71,15666.43,"Never Married","Male","No",12.72884,12,1,0,"No","One year","No","Yes","DSL","Yes","Yes","No","No","No","No","Yes","No","Yes","Credit Card (automatic)",14.61014,149.9447,1882.950851,4,5,5,3,3,5,5,5
"FL",73671,"Suburban",2,27,12211.88,"Never Married","Male","No",12.2056,15,0,0,"No","Two Year","No","Yes","Fiber Optic","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Electronic Check",1.887597,172.4441,628.4063951,2,2,2,4,4,2,4,2
"MO",24,"Urban",0,76,82481.35,"Married","Female","No",17.1044,7,3,0,"No","Month-to-month","No","No","Fiber Optic","No","No","No","No","No","No","Yes","No","Yes","Electronic Check",6.592291,137.4392,646.3090606,4,3,3,3,2,4,3,3
"MO",1389,"Rural",3,44,13836.46,"Never Married","Male","No",12.19131,10,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","Yes","No","No","No","Credit Card (automatic)",5.65315,104.9643,1070.918591,3,4,4,2,4,3,5,3
"CA",36792,"Rural",3,58,14656.97,"Widowed","Female","No",7.353482,17,0,0,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","No","No","No","No","No","No","Mailed Check",10.36378,127.4783,1471.541306,2,4,3,4,3,3,3,5
"WA",24231,"Urban",7,85,47066.46,"Widowed","Male","No",10.93225,9,0,1,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","Yes","No","No","No","Yes","Bank Transfer(automatic)",19.94322,127.4958,1973.062252,3,4,2,2,5,2,2,3
"KS",1253,"Urban",2,83,17786.67,"Married","Male","No",9.332735,13,4,0,"No","One year","Yes","No","Fiber Optic","Yes","No","No","No","No","No","No","Yes","No","Credit Card (automatic)",12.63051,147.4421,1225.839629,4,5,5,3,4,4,3,2
"TX",204,"Rural",2,83,125288.6,"Separated","Female","Yes",11.55733,12,1,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Bank Transfer(automatic)",2.026825,172.4742,364.1796625,4,3,4,5,2,4,5,5
"IL",7742,"Suburban",0,77,70094.06,"Married","Female","No",13.60726,10,0,1,"No","Month-to-month","No","Yes","DSL","Yes","No","No","No","No","No","No","No","No","Mailed Check",5.131207,92.45514,740.9934575,4,4,4,5,2,5,3,4
"NM",3787,"Suburban",1,82,43447.28,"Separated","Female","No",5.443862,13,2,0,"No","One year","Yes","Yes","Fiber Optic","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",11.25684,220.1323,1386.235112,4,5,4,4,4,5,4,3
"OH",2179,"Urban",3,67,29318.96,"Widowed","Male","Yes",14.74096,15,1,0,"No","Month-to-month","No","No","None","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Bank Transfer(automatic)",4.618962,152.509,885.8344713,2,4,2,3,3,3,3,3
"TN",27329,"Suburban",0,78,938.81,"Divorced","Male","Yes",10.48756,17,0,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","No","No","Mailed Check",10.91791,182.4676,1198.334446,3,3,2,5,3,3,3,3
"SD",1483,"Rural",7,39,23042.88,"Married","Female","No",10.52017,11,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","Yes","No","No","No","Mailed Check",5.062073,124.9643,666.238562,4,5,5,3,4,3,3,3
"WV",1153,"Rural",3,36,98147.26,"Separated","Female","No",8.776288,7,1,0,"No","Month-to-month","No","No","None","No","No","Yes","Yes","No","No","No","No","Yes","Bank Transfer(automatic)",24.79814,104.9923,2334.936502,3,4,5,4,4,5,3,3
"MO",949,"Urban",1,22,58006.93,"Widowed","Female","No",12.05053,11,3,2,"No","One year","No","Yes","None","Yes","No","No","Yes","No","Yes","No","No","Yes","Electronic Check",10.31681,114.9838,1061.819409,3,3,4,4,3,3,3,4
"WA",4022,"Urban",1,40,17275.92,"Never Married","Female","Yes",9.099318,12,0,1,"No","One year","No","Yes","DSL","No","No","No","No","Yes","No","Yes","No","Yes","Credit Card (automatic)",2.395742,129.9621,949.9087685,5,4,5,2,3,4,4,5
"IA",5546,"Urban",4,32,44106.66,"Never Married","Male","No",13.34936,15,0,0,"No","Month-to-month","No","No","DSL","Yes","Yes","No","No","No","No","No","No","No","Mailed Check",13.70911,124.9607,1868.762719,5,5,5,4,2,5,4,5
"NY",5736,"Urban",0,82,29556.6,"Never Married","Female","No",8.367848,12,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","No","No","Bank Transfer(automatic)",9.102322,169.9741,877.6347728,3,4,4,4,3,4,5,5
"MT",1087,"Suburban",3,79,86060.95,"Separated","Male","Yes",13.53186,9,1,1,"No","Month-to-month","No","No","DSL","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",12.3548,222.6281,2102.1428,4,4,4,4,4,3,4,4
"NJ",7753,"Suburban",3,44,62383.84,"Widowed","Nonbinary","No",0.9003326,12,2,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","No","Bank Transfer(automatic)",6.311363,169.9378,874.5896088,3,4,4,2,5,3,3,3
"IL",236,"Rural",0,76,32125.5,"Divorced","Male","No",16.15631,12,2,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Yes","Bank Transfer(automatic)",3.226415,169.9378,510.6595626,5,3,4,4,3,6,4,4
"ND",245,"Urban",4,24,29303.95,"Widowed","Male","No",3.929938,14,2,0,"No","Two Year","No","No","DSL","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Bank Transfer(automatic)",5.648594,174.9581,1564.304827,3,2,2,3,5,2,1,3
"NM",2719,"Suburban",0,36,28799.35,"Separated","Male","Yes",11.44896,11,3,1,"No","Month-to-month","No","No","DSL","No","Yes","No","No","Yes","No","Yes","No","No","Credit Card (automatic)",23.40043,162.4676,2772.321832,4,5,4,2,4,4,3,3
"CA",234,"Suburban",0,41,77706.42,"Divorced","Female","Yes",11.85505,9,0,0,"No","One year","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Mailed Check",23.38469,265.147,2559.878176,5,4,5,3,4,4,4,5
"TX",1305,"Rural",0,45,26053.32,"Divorced","Male","Yes",11.25811,17,1,1,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Mailed Check",14.10279,204.9797,1570.913875,5,6,5,4,4,5,5,5
"MI",45910,"Suburban",1,82,28423.59,"Divorced","Female","No",2.478962,13,2,1,"Yes","One year","No","No","DSL","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Mailed Check",5.102617,132.4798,1109.204756,3,2,4,3,4,4,2,2
"AZ",39757,"Rural",2,87,3168.14,"Divorced","Female","No",13.6307,11,0,1,"No","Two Year","Yes","Yes","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Yes","Mailed Check",4.61822,169.9378,567.9194367,4,4,4,3,3,3,4,5
"MI",1736,"Urban",0,67,39149.61,"Divorced","Male","No",10.34257,16,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","Yes","No","No","No","Yes","Bank Transfer(automatic)",4.784022,124.9781,499.2698644,3,2,2,5,1,2,2,4
"MA",4885,"Urban",0,80,12155.81,"Married","Female","No",10.51222,12,4,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","Yes","Yes","No","No","No","No","Mailed Check",7.610924,149.9915,775.1851628,4,3,3,4,4,4,4,4
"WV",489,"Urban",1,23,55241.85,"Divorced","Male","No",9.205984,9,1,0,"No","One year","Yes","No","Fiber Optic","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Mailed Check",5.527407,174.9919,974.4325376,5,5,3,3,5,3,3,4
"VT",956,"Urban",6,21,5853.02,"Widowed","Female","No",11.25133,7,1,1,"No","Two Year","Yes","No","None","Yes","No","Yes","No","No","Yes","No","No","No","Mailed Check",3.542704,95.00571,645.1788133,5,4,4,2,5,3,4,4
"IL",21129,"Urban",2,56,54715.58,"Divorced","Female","Yes",13.86094,13,0,1,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Mailed Check",16.61624,232.6228,2025.44891,5,5,5,2,5,5,4,4
"MI",3185,"Suburban",7,80,60909.21,"Widowed","Male","Yes",5.981761,15,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","No","No","Credit Card (automatic)",3.367927,179.9794,722.0495418,4,3,2,4,4,3,2,3
"SD",115,"Rural",0,54,47991.88,"Widowed","Female","Yes",6.923717,17,2,0,"No","One year","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Mailed Check",4.098818,184.961,1132.634807,2,3,3,2,5,2,2,3
"OK",170,"Urban",0,40,16320.7,"Widowed","Male","Yes",10.43105,12,0,1,"No","Month-to-month","Yes","No","Fiber Optic","No","Yes","Yes","No","No","No","No","Yes","Yes","Bank Transfer(automatic)",5.058557,182.4653,831.9762364,4,4,1,5,3,4,4,3
"CT",26671,"Rural",2,56,16374.21,"Separated","Male","No",10.63058,14,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","Yes","No","Yes","No","Yes","Credit Card (automatic)",4.816947,149.9621,760.1831445,4,3,3,4,4,4,4,4
"CO",8742,"Rural",3,55,29711.39,"Widowed","Female","Yes",8.472127,17,0,0,"No","One year","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Bank Transfer(automatic)",2.011058,162.4653,956.6535443,2,3,3,5,3,4,4,3
"DC",406,"Rural",4,25,105969.1,"Divorced","Male","Yes",17.26615,9,1,1,"Yes","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","No","No","Electronic Check",4.082591,179.9656,787.75587,3,3,4,3,3,3,2,3
"ME",1583,"Suburban",0,46,25227.46,"Separated","Female","Yes",13.71428,12,1,0,"No","Month-to-month","No","No","DSL","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",18.9981,200.1323,2521.277564,5,4,4,4,3,3,3,3
"CA",12590,"Rural",1,80,60866.81,"Separated","Female","Yes",9.527678,11,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Credit Card (automatic)",9.022068,214.9525,997.2010554,5,4,4,5,3,3,4,4
"MA",770,"Rural",1,83,31355.16,"Married","Female","Yes",11.09997,15,1,1,"No","Month-to-month","Yes","No","DSL","Yes","Yes","No","No","No","No","No","Yes","Yes","Mailed Check",13.92306,159.9476,1704.12272,5,5,3,4,4,4,4,3
"LA",1749,"Suburban",4,70,22552.58,"Separated","Male","No",8.540979,13,3,0,"No","Month-to-month","No","No","Fiber Optic","No","No","No","Yes","No","Yes","Yes","No","No","Bank Transfer(automatic)",3.381603,172.4441,671.4099396,2,2,2,2,3,4,4,4
"NC",21314,"Suburban",4,33,90633.74,"Married","Male","Yes",11.15366,8,1,0,"Yes","One year","No","No","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Yes","No","Electronic Check",4.072959,240.1149,1084.469104,3,5,3,3,4,3,3,3
"PA",20631,"Rural",2,35,17995.63,"Married","Male","Yes",14.8479,14,0,1,"Yes","Two Year","Yes","No","DSL","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Electronic Check",6.602711,200.1185,1569.491526,4,4,4,4,2,5,4,3
"NY",324,"Rural",1,35,72462.36,"Married","Female","Yes",12.22761,13,0,0,"No","Two Year","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Electronic Check",19.56071,242.6106,2715.021658,3,3,3,3,4,2,3,3
"WV",261,"Suburban",0,77,33654.79,"Widowed","Male","Yes",7.337524,13,1,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Electronic Check",7.633263,152.4555,1357.166073,2,2,2,1,4,2,3,3
"MA",27345,"Suburban",5,57,38396,"Never Married","Male","No",13.0675,10,0,0,"No","Month-to-month","Yes","Yes","None","Yes","No","No","Yes","No","No","Yes","No","Yes","Credit Card (automatic)",19.9534,127.4586,2098.351216,4,4,4,3,4,3,4,4
"TX",17536,"Rural",3,50,13226.92,"Widowed","Male","Yes",15.54324,12,2,0,"No","One year","No","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Mailed Check",2.141515,277.6513,1094.028517,2,2,3,5,4,3,3,4
"MA",8761,"Suburban",1,79,31063.83,"Divorced","Female","Yes",8.289713,16,0,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Credit Card (automatic)",3.260154,255.1555,887.9936218,1,2,1,3,4,3,4,3
"ME",2830,"Suburban",0,87,13470.92,"Separated","Female","No",3.503782,12,2,0,"No","One year","No","No","Fiber Optic","Yes","No","Yes","Yes","No","Yes","No","No","No","Electronic Check",15.05177,149.9778,1281.098493,4,4,4,4,3,4,5,4
"SC",30609,"Urban",1,57,114390.3,"Separated","Female","No",9.85717,18,1,0,"No","One year","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",9.564915,257.6513,1984.206498,2,2,3,5,2,5,3,4
"PA",3150,"Urban",0,38,66409.47,"Separated","Male","Yes",7.716619,9,0,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","Yes","Mailed Check",1.865935,159.965,514.9287886,3,4,4,3,3,4,5,4
"FL",13762,"Rural",1,27,39224.01,"Married","Female","Yes",6.924097,9,1,0,"No","One year","Yes","No","None","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Electronic Check",1.11588,232.652,891.6297776,1,2,2,4,4,3,3,3
"FL",10790,"Urban",0,24,2781.14,"Married","Female","No",13.17201,11,0,1,"Yes","Two Year","No","No","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Credit Card (automatic)",5.682535,207.4974,942.7449518,2,3,3,2,3,3,2,2
"MN",1246,"Rural",0,40,58142.74,"Separated","Female","No",11.84641,16,2,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","Yes","Electronic Check",4.723073,159.965,660.1932315,5,4,5,4,3,6,5,6
"IN",4420,"Rural",2,79,22380.45,"Separated","Female","Yes",10.94774,14,2,1,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","Yes","No","No","No","Yes","Yes","No","Electronic Check",1.946824,210.127,654.0700617,4,5,5,3,4,4,4,5
"CA",38028,"Rural",4,85,37525.01,"Separated","Female","No",4.336065,12,3,0,"Yes","One year","No","Yes","None","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Electronic Check",5.111561,160.0122,678.2091311,5,5,4,5,3,5,4,5
"MD",611,"Urban",0,48,54174.87,"Separated","Nonbinary","No",6.931743,11,2,0,"No","Two Year","No","No","DSL","Yes","No","No","No","Yes","No","No","Yes","No","Bank Transfer(automatic)",1.347728,139.965,767.0616095,1,3,2,4,2,5,4,4
"IL",1204,"Rural",2,52,42523.79,"Divorced","Female","Yes",10.2902,11,1,0,"No","Month-to-month","No","Yes","None","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Electronic Check",12.12501,139.9816,1419.040968,3,4,3,4,2,4,6,3
"AZ",2838,"Urban",1,86,38499.66,"Separated","Male","Yes",16.22846,11,1,3,"No","Month-to-month","Yes","Yes","None","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Electronic Check",15.10828,200.1652,1740.076162,3,3,4,5,2,4,4,4
"AL",4641,"Urban",1,44,16314.59,"Separated","Male","No",10.16254,10,0,0,"No","Two Year","Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","No","No","No","Mailed Check",12.18592,127.4601,1638.620437,2,3,2,3,5,2,3,3
"GA",90675,"Urban",0,83,57119.13,"Separated","Male","No",10.70593,14,1,3,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","Yes","No","No","No","No","Electronic Check",8.152935,124.9781,722.8531617,3,3,3,4,2,3,3,4
"ND",553,"Rural",1,27,11737.67,"Divorced","Male","No",12.53943,12,2,0,"No","Two Year","No","No","Fiber Optic","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Credit Card (automatic)",17.7076,222.65,2217.378277,3,3,3,4,4,3,3,5
"PA",2138,"Rural",0,47,49662.82,"Never Married","Female","No",12.33405,19,2,1,"No","One year","Yes","No","None","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Mailed Check",31.81602,129.9763,2977.360531,5,3,5,3,3,4,5,4
"IN",569,"Rural",0,83,8568.21,"Married","Female","Yes",8.580878,12,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Electronic Check",2.222289,184.9853,497.5901263,5,6,6,4,5,4,3,4
"KS",124,"Suburban",3,25,48360.48,"Divorced","Male","Yes",9.823607,14,0,2,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Electronic Check",7.848542,265.147,1478.745798,2,3,3,4,4,2,3,2
"MT",217,"Urban",1,40,44309.72,"Widowed","Female","Yes",10.93373,16,1,0,"No","One year","No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Credit Card (automatic)",7.539374,187.4673,1531.68836,4,4,3,3,4,4,4,4
"MT",57,"Rural",3,70,89882.52,"Divorced","Male","Yes",7.462184,10,1,0,"No","One year","Yes","Yes","Fiber Optic","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Credit Card (automatic)",11.86797,242.6143,1597.444059,5,5,5,5,2,6,5,5
"TN",615,"Suburban",6,38,31239.87,"Divorced","Male","No",8.18622,10,0,0,"No","Two Year","Yes","No","None","Yes","Yes","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",8.584144,112.4844,1077.237101,4,5,4,5,2,4,5,4
"AZ",62491,"Suburban",2,34,134838.8,"Divorced","Male","Yes",6.387828,12,0,0,"Yes","Two Year","Yes","Yes","DSL","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",9.51775,200.1323,1892.444874,3,3,4,3,3,4,4,4
"PA",16785,"Urban",0,42,33471.07,"Widowed","Female","Yes",11.92715,13,1,0,"No","Two Year","Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Mailed Check",6.708628,197.4702,1390.143881,5,5,4,2,6,3,3,3
"CA",14632,"Suburban",2,26,60826.49,"Separated","Female","No",11.90071,11,1,0,"No","One year","Yes","No","None","Yes","No","No","No","Yes","No","No","Yes","No","Electronic Check",11.32663,127.4887,1308.744827,5,5,3,4,3,4,2,5
"ND",90,"Urban",1,55,45243.63,"Widowed","Female","Yes",9.292863,14,0,3,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","No","Yes","Yes","Yes","Electronic Check",22.98475,207.6094,2350.571509,2,2,2,4,5,1,3,3
"MT",13720,"Urban",4,42,10093.3,"Divorced","Male","No",13.54602,12,3,0,"No","One year","No","No","None","Yes","No","No","No","Yes","Yes","No","No","No","Bank Transfer(automatic)",20.88324,105.011,2027.833188,5,6,5,3,4,4,3,5
"NY",529,"Urban",3,82,38056.65,"Divorced","Female","No",12.30736,10,1,1,"No","Two Year","No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Mailed Check",15.95966,167.4847,2158.69019,3,3,3,4,3,3,4,2
"IN",4242,"Urban",3,19,57992.91,"Divorced","Male","Yes",9.819494,19,2,0,"No","Two Year","No","No","Fiber Optic","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Credit Card (automatic)",5.698156,235.1591,1325.472004,3,2,3,2,4,3,2,3
"IA",1132,"Urban",0,89,40406.98,"Divorced","Male","No",16.36612,11,1,1,"No","Month-to-month","Yes","Yes","None","Yes","No","No","No","Yes","No","No","No","Yes","Mailed Check",3.794103,92.5018,346.0280123,4,4,5,4,2,3,5,4
"OH",21767,"Urban",1,84,45874.19,"Married","Female","Yes",10.0487,16,0,0,"Yes","Two Year","No","No","DSL","Yes","Yes","No","Yes","No","No","No","Yes","No","Electronic Check",7.579193,182.4433,1275.031579,3,3,3,3,4,1,2,1
"TX",35142,"Urban",1,48,8874.14,"Married","Male","No",7.749421,14,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","No","No","Electronic Check",8.547698,179.9794,1066.677081,5,5,4,4,5,4,3,5
"AZ",0,"Suburban",0,70,17844.64,"Divorced","Female","Yes",9.519197,8,1,0,"No","Month-to-month","No","No","DSL","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Mailed Check",7.465071,222.6326,1559.606858,3,4,4,5,3,3,2,3
"OH",8800,"Urban",0,29,88219.46,"Married","Female","No",3.468567,14,0,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","No","No","No","No","No","Yes","Credit Card (automatic)",13.00557,94.97283,1618.779462,3,4,3,4,4,3,4,3
